miRNA	Normal_mean	RBD_mean	PD_mean	Normal.RBD.p	Normal.PD.p	RBD.PD.p	kruskal.p	kruskal.q
83	miR-4433a-3p	8.37577690832623	9.17320388061251	9.83033864642039	0.00549839084092543	2.70681498890285e-06	0.0235495905940265	8.31368346063942e-06	0.000145212337779169
84	miR-127-3p	9.85822233777528	10.125563358122	10.3952868680939	0.00403088608845396	0.00259613511071043	0.750265724304516	0.00265935818164396	0.0160172837607061
85	miR-432-5p	9.42243671884283	10.0418869758308	10.1089424545766	0.013841004195893	0.00550295109727602	0.944416165796882	0.00935444908615491	0.0389026295328982
86	miR-101-3p	9.98534138459827	9.3126151027709	10.0415741091117	0.0104427679564744	0.74513024958586	0.00873910336719954	0.0108532510301978	0.0435206890694962
87	miR-151b	9.17099760139114	8.90431786486585	8.33113255017939	0.477731678127585	0.116927407138745	0.367958927426829	0.282040335304297	0.418666106797313
88	miR-3615	10.4102419291343	9.81270467647811	9.64305836054732	0.00057147370656507	5.41418225556386e-06	0.146500458518495	8.23182250029999e-06	0.000145212337779169
89	miR-589-5p	9.92677320120299	10.2582216592667	10.0259270004635	0.00439797527089898	0.491747915465532	0.0182060185344064	0.00859716770226123	0.0378564359326461
90	miR-425-5p	10.2429700907832	9.97949119721008	10.0404684504493	0.0794013103080758	0.0225352272675585	0.983070744938947	0.0623700047155674	0.147481358560645
91	miR-139-5p	10.1581773869985	10.177824875598	9.80137184619095	0.784480546588718	0.0153059208996968	0.0325912158414176	0.0306683668935186	0.0918298528697358
92	miR-197-3p	9.02427101394323	9.75333950524921	9.73274817360835	0.000108735034604628	2.91706883702278e-05	0.709257978057415	1.55184244884256e-05	0.000239166306821618
93	miR-150-3p	10.0210594924463	9.28363481967753	9.20973242697624	0.000402059839240299	2.04067421999653e-05	0.750265724304516	2.97884670258782e-05	0.000421869100582707
94	miR-370-3p	9.47727452853379	9.49851288718699	9.81544406877578	0.857497419522021	0.107818632662452	0.197637156189474	0.241825857972396	0.382830059146633
95	miR-148b-3p	9.22594739637973	9.73503915708354	9.88685858620541	5.56705842475692e-05	0.000305891325484629	0.47624119449366	4.00411927266168e-05	0.000537989358685825
96	miR-30e-3p	9.71478692441607	9.78777891410133	9.99271077677033	0.474312165565997	0.0232247800900543	0.201889302527972	0.0879588778261985	0.18584859669729
97	miR-941	9.82569064747664	9.22045849703006	9.49397223995602	0.00487832918814948	0.0686142468963083	0.336587536153196	0.0157960112344138	0.0566925334714576
98	miR-877-5p	9.31873912347471	9.51459955619213	9.55131603790612	0.265589627545904	0.118276600073231	0.843799326716646	0.285049165477574	0.421937182797313
99	miR-4732-5p	9.85376735944194	8.32119311865312	8.88547553175053	2.99238209805814e-06	0.000182135233675904	0.248117296468262	3.22556024740111e-06	7.34866769407906e-05
100	miR-664a-5p	9.155009943679	9.57413206567701	9.32272965503878	0.000428056691204883	0.495379332798796	0.0271166096775203	0.00251679212910019	0.0160172837607061
101	miR-654-3p	8.8603218202865	9.44319095048597	9.57668903492107	0.0327290275405526	0.00512564480045169	0.896291955508174	0.0153517257965947	0.0558632244264972
102	miR-500a-3p	9.78146288754443	9.43293648457946	9.18923230196342	0.0187298475689286	3.75089109015657e-05	0.0890232579241075	0.0001934693375243	0.00198780260515163
103	miR-874-3p	9.46608240088845	9.71935381060803	8.88128704466393	0.275195061433867	0.000638655565087562	0.000230452267250819	0.000173104666821014	0.00185116011049411
104	miR-769-5p	9.23637362094714	9.83573643224726	9.50081758017546	1.83071729643906e-05	0.105322022504714	0.0055429350286384	6.14660479009975e-05	0.000785566075612748
105	miR-629-5p	9.33340269315788	8.90232295609627	9.02259286322757	0.0813125638131498	0.146297698409724	0.968565731588147	0.173004013958784	0.297226568243944
106	miR-30a-3p	9.25012045907784	9.32249623342528	8.91430921769797	0.966947439444826	0.052164610396339	0.0722443762092129	0.0987829358193133	0.200628908408218
107	miR-122-5p	9.25462344655981	8.85233345308331	8.5264464134012	0.450756061030287	0.00285308975855896	0.0589568785052837	0.0131260584560437	0.0498409755867165
108	miR-23b-5p	9.00879720554665	9.23000568228263	9.3586276277702	0.013841004195893	0.0190520552160845	0.634132908796047	0.0184458016660894	0.0615643316753557
109	miR-340-3p	9.3047839704803	8.69531345843856	9.54584333489387	5.0662816888326e-05	0.0677441680537673	2.03331694177114e-06	8.47389576369736e-07	2.61195375304554e-05
110	miR-23b-3p	9.38781731490888	9.23691953334604	9.37765713888418	0.0979810266711727	0.878820095833365	0.138255870558918	0.188785234495055	0.318081874197456
111	miR-374a-5p	8.75134972612009	8.5614847195723	8.99614154439304	0.208780700450886	0.280693540154736	0.031140613632919	0.0868498282508831	0.184997195136027
112	miR-342-5p	9.32980183574223	9.04048660935102	8.99579688081573	0.183930607783016	0.0817881433331263	0.886707019991322	0.196516126262296	0.326903016385533
113	miR-1180-3p	9.27046460503001	8.68989598437507	8.74564868143841	0.00608555146984901	0.0250293364509039	0.810737602098022	0.0136146829120176	0.0508721465510692
114	miR-532-5p	9.22595315633268	8.59096626696254	8.93313924237234	0.0130111734439966	0.121011590230833	0.425312720346732	0.0431690809908452	0.116601022882489
115	miR-340-5p	8.3043228428017	8.66091227859688	8.92899997502335	0.00755554980033883	0.000838238854622602	0.929949486857837	0.00209569675994346	0.0137268137776297
116	miR-24-3p	8.62027778949428	9.29895188872806	8.86832709756984	9.5003224120427e-06	0.212907133188003	0.00858486872126718	7.50771550974877e-05	0.000914893703978687
117	miR-450a-5p	8.7352553846175	8.79857451820373	8.82465386160548	0.200888236362581	0.906111460216491	0.195535823669231	0.329101629968613	0.468612103542265
118	miR-1307-3p	8.6271560540079	8.81590680652516	9.17579957801557	0.0548681562160917	0.00227186441580759	0.32752187462625	0.0089984092274935	0.0386489052066114
119	miR-339-5p	8.77463806538006	8.6957077431609	9.05425534985063	0.534233566429299	0.151152207138699	0.522426613761956	0.383575561631669	0.524121667331255
120	miR-181a-2-3p	8.82471393744548	8.6768189669311	8.82310483779421	0.545191216552965	0.915234910712055	0.483780051814455	0.747429662240391	0.819358039778169
121	miR-628-3p	8.7799581203764	8.67640786854116	8.90748945807194	0.107283986380328	0.323785681877374	0.834322286700274	0.294609418738744	0.432423908736979
122	miR-671-3p	8.45027671863879	8.75915098676317	9.03942949891914	0.153234705498995	0.00163277730153446	0.153362811643524	0.00917978939967793	0.0387413585697111
123	miR-323b-3p	7.57961965322109	8.48057279425073	8.26296329006794	0.00229011976027013	0.00218628262949379	0.404498500792399	0.00151214404780661	0.0104258352769824
124	miR-505-3p	8.7873780344976	8.885048349087	8.79337473558428	0.962543479661417	0.797930498376962	0.834322286700274	0.963724878089095	0.974887714514838
125	miR-374b-5p	8.69344554833552	8.12396816400169	8.89354001349391	0.0111261123042664	0.280693540154736	0.00129884605375345	0.00258760558896527	0.0160172837607061
126	miR-7976	8.60796258796952	7.49523445211531	8.36508426227041	0.000260209474332495	0.0660312327140053	0.039564328416879	0.00082909825861694	0.00629634039877213
127	miR-204-5p	8.62629736214327	8.42167893385243	8.27573635102093	0.421466470940827	0.0330368612146346	0.37771449143005	0.137576892995469	0.261196709889948
128	miR-181b-5p	8.48478423191503	8.98697596167723	8.23561989656035	0.00684152661472848	0.0364956949207156	7.34878484245624e-06	2.75381761752844e-05	0.000400833453218029
129	miR-93-5p	8.49087334332214	7.84535879540031	8.67731433946657	0.0686874953205454	0.215027959754275	0.00784961020204017	0.0194263114166193	0.064021303033387
130	miR-20a-5p	6.99976592989048	7.30371762702144	7.81629623298419	0.33085537117919	0.0163037081227134	0.210592912237902	0.0624825603062276	0.147481358560645
131	miR-450b-5p	8.38048069852147	8.28203577787427	8.30220101163888	0.949338991518839	0.402525214012539	0.446739326607573	0.653739617724074	0.752498340804675
132	miR-1843	8.14187509048427	8.41864387362715	8.58475698518901	0.0130111734439966	0.00319198293521693	0.997581357205454	0.00659961174707138	0.0309751439019554
133	miR-335-5p	7.57894378954825	8.24918550610591	7.81390329131647	0.0120359672604488	0.4458656866317	0.0802782527868686	0.0346096906094237	0.101315518878983
134	miR-485-3p	6.88337860549652	7.78685234129899	8.07100543600034	0.0220160883354571	0.00214460921782282	0.554447958964219	0.00619911918184137	0.0295303495571353
135	miR-338-5p	7.71473544145416	8.28730471276661	8.19323881555284	0.000907438139309997	0.0199516704089404	0.23591955476764	0.00232598266394062	0.0150470977272208
136	miR-93-3p	8.42661909742936	7.86295468766053	8.27336984634875	0.11988121828472	0.979344833683356	0.178331250712018	0.241667112101552	0.382830059146633
137	miR-942-5p	8.3116631299827	7.97796331120107	8.12555759615554	0.0406588143119884	0.133935662119266	0.47624119449366	0.0941750813580757	0.193369696448033
138	miR-29a-3p	7.81062645044299	7.95689484804336	7.54532610430509	0.477731678127585	0.235937173954125	0.158667993413384	0.280624499900164	0.417747835078653
139	miR-7-5p	8.2527074561301	7.15617471399772	7.8194268785409	2.22190907458504e-06	0.0703819619226208	0.00784961020204017	1.50310447850607e-05	0.000238674771738539
140	miR-425-3p	7.57897589889384	8.12508715921148	8.2250042440526	0.000595284039699182	0.000173969510607311	0.284593509067951	0.000132110308306806	0.00147288939473971
141	miR-6852-5p	7.15939592764343	7.97118251030841	8.06065443150857	0.000589232012080508	0.000739849507611529	0.983070744938947	0.000372630829362182	0.00336652680320316
142	miR-221-5p	8.28378820986388	7.92805954229457	8.12888012153326	0.210788462587755	0.618717235662516	0.65588288289865	0.505743429567354	0.637042204551187
143	miR-328-3p	6.66190234243291	7.87764835050305	7.56590915195911	1.46211168365401e-05	0.000373009374379414	0.0792359607747355	9.19028311891265e-06	0.000155345430784201
144	miR-223-3p	7.55108693489495	7.28457007348365	7.80003595484127	0.437597591250784	0.343927041701433	0.958901105518222	0.603070880027761	0.713679886474753
145	miR-3605-3p	8.00605467800791	7.26843423611368	7.87110034759445	0.0488788288808016	0.970168380226836	0.098519196244273	0.108593260920298	0.217186521840595
146	miR-574-3p	7.92222750880945	7.81779648814375	8.01345410443063	0.71743873471956	0.815751515531025	0.862820066814923	0.928602323315163	0.951977226003704
147	miR-145-3p	7.06936957044773	7.67836237212525	7.60037109412827	0.0331812627406917	0.0812840014636055	0.621228237108107	0.0696051657219735	0.159271208900935
148	miR-330-3p	7.59364280341306	7.84826281139488	7.76076778585245	0.0216978959581878	0.0651882425259658	0.839057889410359	0.0512854188572687	0.127969330862899
149	miR-502-3p	8.01101258403701	7.16802002991105	7.27262247021932	0.0046325173720934	0.0212090709489765	0.782660953760018	0.0103611180288992	0.0420870220708773
150	miR-378a-3p	7.70259911175122	7.54305522824584	7.51877003423961	0.905444628522398	0.186699665669306	0.371193208187544	0.430304130070257	0.56939233372933
151	miR-375-3p	7.17778485163276	7.19123314159287	7.35840490724816	0.78235771442322	0.706286745999744	0.8532990353123	0.917838307820985	0.951977226003704
152	miR-1294	7.93267897836217	6.66588902115227	7.41784323007741	2.912783403905e-06	0.0731034355736612	0.0254770957272914	3.7069922224999e-05	0.000511174716997354
153	miR-134-5p	5.75255524115166	7.47566761042335	7.25493703673556	1.65711426876738e-05	5.85075766824239e-05	0.285958981335947	5.55137832194673e-06	0.000121205093362504
154	miR-3613-5p	6.70629936013331	6.68248436874979	6.87817615231238	0.901068808889689	0.7669989920948	0.881920398390687	0.957952993090395	0.970923343093553
155	miR-409-5p	6.86751420182405	7.30902925682305	7.43768173783131	0.188530161106751	0.0514716810407753	0.554447958964219	0.137114026575428	0.261196709889948
156	miR-136-3p	6.08626995819509	7.41170027855083	7.16235040131014	0.000226111061723518	0.0239325791188234	0.243186268294021	0.0010695652470395	0.00767742725272191
157	let-7b-3p	7.49745673748759	7.28340585951524	6.88209918397606	0.094663181554718	0.018187869699771	0.45767886675058	0.0488551963979669	0.125490798590856
158	miR-625-3p	7.0175323383378	7.54295684553753	7.61863682356027	0.0140556274678464	0.0218635392268807	0.987907230506534	0.0213913154182126	0.0679336319948085
159	miR-424-3p	7.26962301940957	7.2208619606978	6.91070683366604	0.402572453592631	0.0758982180115818	0.285948934845011	0.188092624436743	0.317937210338237
160	miR-199b-5p	6.17490389159804	6.68959723189774	6.52602448140751	0.15805757683527	0.20251999218501	0.896290999864999	0.289053856061178	0.426659776270584
161	miR-125a-3p	6.98470142310892	7.0111963786009	6.44159498531142	0.460752283037852	0.220386937109403	0.069370586126182	0.17142119416841	0.297226568243944
162	miR-329-3p	6.40029660279671	7.30279323381095	7.07365276414806	0.0134186373045837	0.184786153723812	0.15162377796178	0.0349162594406075	0.101645110815991
163	miR-3177-3p	6.5243888369809	6.84327933071113	7.30254046932618	0.0924798092229232	0.0181876287883187	0.491373151469657	0.0494574054421864	0.125547559083094
164	miR-576-5p	7.08014407351923	6.71763117327696	6.88436982461038	0.225234713976464	0.374056589018834	0.702500165585866	0.439466251753832	0.57507846435142
165	miR-6734-5p	7.28366628347194	5.77936936865191	6.66724555765726	0.00389132208341762	0.412286413794326	0.0771268234079148	0.0164261104778942	0.0585247844688958
166	miR-3130-3p	6.40888179400987	6.58417102896725	6.71678510122164	0.360517021345887	0.415584098254837	0.929948839362514	0.599084511083243	0.713679886474753
167	miR-382-5p	5.32332964327251	6.85214583958144	6.8556574846054	0.000925425444900487	0.000326856508771009	0.987907118450083	0.000301546613769852	0.00287291682937096
168	miR-3173-5p	6.38169173901762	5.94731574459148	6.96789181055521	0.440863475857179	0.182888095402612	0.0593640096537463	0.141754094776271	0.267191171448798
169	miR-25-5p	7.16773506049457	6.29189199245847	7.07206212607442	0.0114792772544631	0.806828471628398	0.00881165699570583	0.0117033667707373	0.0447632422471994
170	miR-454-5p	7.2139163000699	6.67039870033706	7.24486864831988	0.0223373013017163	0.760418794689577	0.0288445348177283	0.0344135569590076	0.101307324980449
171	miR-152-3p	6.00219266647676	6.78711467581009	6.9415074432645	0.00578431881401526	0.0193454709000595	0.768728550437056	0.011192987285356	0.0437695920710935
172	miR-4685-3p	6.18816275874593	5.12227049519835	5.97121915332552	0.021667602206383	0.712690962879497	0.131813997563516	0.0751804838114315	0.167636483051873
173	miR-107	6.88461760811011	5.8682954210717	6.03646410401247	0.0158801888067098	0.121008497489354	0.548339105113005	0.0535090397622606	0.132258192619927
174	miR-323a-3p	5.98311583359113	6.75897539758343	6.68783759947807	0.0357448000284333	0.0480955311214627	0.673482337672565	0.0561182792322313	0.135511420818844
175	miR-26b-3p	6.85263185104381	7.04966661802086	6.72222153806836	0.0511392103522493	0.47026262229859	0.0351375145610299	0.0549868655451447	0.134640736194653
