miRNA	Normal_mean	RBD_mean	PD_mean	Normal.RBD.p	Normal.PD.p	RBD.PD.p	kruskal.p	kruskal.q
176	miR-766-3p	5.84383989148017	6.94991643427428	7.14587335219916	0.000231005519078593	0.000131761391233629	0.83432190843068	6.8000492628243e-05	0.000848387098504746
177	miR-889-3p	4.83777035886219	6.65525901236956	7.01080392223427	8.65291769777336e-05	2.48717523105953e-06	0.499049035603911	2.49414765898469e-06	5.98660200442493e-05
178	miR-1273h-3p	5.87168490744486	6.84223591465597	7.0793908628461	0.00443363673101961	0.00285285846445271	0.773363246532617	0.00300613282102137	0.0176990291934292
179	miR-483-3p	5.18025769482454	6.10302968718529	5.96046969782496	0.0661595282137133	0.0564447961364677	0.872358134440006	0.0916656412210345	0.190606333332627
180	miR-345-5p	7.05358443136716	6.34839592037841	6.05062888145181	0.37519307309459	0.00296198080015661	0.11562977614016	0.0180289753048764	0.060949568127453
181	miR-1343-3p	5.92134913043576	6.10284879096195	7.07387785052239	0.90325616634413	0.00233800382443858	0.00446366441751743	0.0032203262223613	0.0185434169287618
182	miR-92a-1-5p	7.40083524404468	6.36204471619401	6.50661700114295	0.000177765460579591	0.00444035115660245	0.487569587660267	0.000444990050149022	0.0038198920909481
183	miR-4446-3p	5.81609531488696	6.51984374834259	6.66635184606851	0.0171206730100577	0.00600870340411029	0.829584910073198	0.0110147756916952	0.0435206890694962
184	miR-133a-3p	5.47151155576698	6.66975575361761	6.42284638487083	0.00463243853295025	0.0157970170922091	0.411367921956826	0.00730992386443493	0.0327384624355889
185	miR-1226-3p	6.15615685289506	5.97460989418699	6.54002397150855	0.674560905178037	0.491747915465532	0.345813029517211	0.601491677101514	0.713679886474753
186	miR-194-5p	7.30751950435739	5.19312703899707	5.85889223646666	5.98107320905753e-07	0.000948627061848105	0.149882804658074	2.43579602976213e-06	5.98660200442493e-05
187	miR-433-3p	5.29039037753233	6.09841274074472	6.47825766738328	0.157220608162179	0.0174917900287297	0.335054289765718	0.0554921074150234	0.135245880397545
188	miR-202-5p	1.24028167309646	1.43271291476268	1.26220957030045	0.652605531991805	0.459012709521211	0.265033664597734	0.513812716701725	0.641042532265961
189	miR-34c-5p	1.03944644077823	1.21628461906597	1.21707717506744	0.756293194074378	0.474009827238115	0.339741980316084	0.601504799297175	0.713679886474753
190	miR-494-3p	5.88761754421541	5.95931563847747	6.57293010107756	0.822940459349294	0.147901590673014	0.217295455407045	0.296039608812517	0.433309371557985
191	miR-223-5p	5.8911157645885	6.79540999918554	6.4014826572421	0.00235397663973947	0.0437389660623042	0.139875526093687	0.00533189317772015	0.0266086859535749
192	miR-5189-5p	5.9486377330243	5.34887395292284	5.57041860108378	0.0831898640176313	0.598493905573544	0.28155456615753	0.221648255738588	0.360694677040435
193	miR-4326	6.27431589900015	6.0070365083761	6.73348899757	0.2337825000048	0.524937998124403	0.0972872924028995	0.219175434013201	0.357781705367344
194	miR-339-3p	5.82913423138881	6.09132873407593	6.42709844566085	0.0765351248689969	0.0271501747401086	0.983068548477813	0.0673809443806692	0.156228384316242
195	let-7a-3p	6.0544624185376	5.78354276690988	6.69485430770207	0.552557784605985	0.0173582031869764	0.00954802832550497	0.0151322207256209	0.0558400257762348
196	miR-10b-3p	5.84160629388807	6.04179959501137	4.96471829664444	0.761209802678334	0.0369654200063408	0.0288011642080004	0.0477102959300059	0.125000975336616
197	miR-181a-3p	5.79137966739151	6.09879083969641	6.0719853444171	0.767542979671048	0.343891922489124	0.465053609594585	0.602897307302261	0.713679886474753
198	miR-3138	4.74250413549208	5.91998127969496	5.66341272002063	0.0163233283972188	0.0445231294539381	0.686743575072187	0.0333968851284989	0.098869874617703
199	miR-543	5.67482535598192	5.93082057849816	5.82003378261813	0.413457638991193	0.319561665876221	0.874739203012491	0.57101915674252	0.697468620356831
200	miR-320d	5.63166180780258	6.16496035549094	5.0360792173789	0.0798698707031489	0.159497076889361	0.00873038218764863	0.0196324243173987	0.0642961896394807
201	miR-493-5p	4.89284657484633	5.57559327944183	6.09138409278493	0.206682095677457	0.0163014821071157	0.255622271976433	0.0544320060404586	0.133907845846011
202	miR-95-3p	6.32073201567625	5.09283917070293	5.00098216987876	0.00318161668477622	0.00701479363628015	0.891327230262013	0.00429569829471784	0.0227368273376985
203	miR-191-3p	5.26857586004577	6.24691078876167	6.5886120600133	0.00587850901091318	0.00160055269523553	0.910696527051586	0.00265641360497869	0.0160172837607061
204	miR-200c-3p	5.66204676967984	4.98065264235943	6.31763965247358	0.130744009651743	0.0364956949207156	0.00119150595934157	0.00350355955490765	0.0195304809231022
205	miR-331-3p	6.18174820960852	5.8397200598328	6.74780843894938	0.684678921244313	0.0686142468963083	0.0362008545353531	0.0746109410362873	0.167077491893224
206	miR-1271-5p	6.09297779080095	6.15947977343032	6.49863016901958	0.280053282363625	0.230299939859417	0.954070047576471	0.411082314888718	0.550913383636031
207	miR-320c	5.69482829081706	5.99808863714835	5.70335362247729	0.159691576485949	0.749486593105531	0.474365565828136	0.417987334305007	0.557316445740009
208	miR-146b-3p	5.42953230171375	5.83001870686866	6.12462634192186	0.658440667634808	0.169080947713625	0.36633728354256	0.378860825167938	0.521057932776902
209	miR-550a-3-5p	5.66034270092349	5.06451838053315	4.98053849561894	0.0683893917257125	0.0865960912909512	0.980609152913038	0.118301416802751	0.231841473935301
210	miR-654-5p	4.39221848482273	5.23685870310782	5.62104399527985	0.100517667229159	0.00725552375075821	0.404186911209248	0.0279933146132613	0.0843017060767181
211	miR-181c-3p	5.21191487036309	5.83767888800822	5.76767600012289	0.037199696662014	0.122353991197392	0.731813391981794	0.096591088620129	0.196940585357773
212	miR-18a-3p	5.97364632617779	4.51417198558018	5.19825762683646	0.000685694497730786	0.053572892949184	0.135038254440602	0.00260450415947837	0.0160172837607061
213	miR-1284	5.56637812977493	5.62234368331523	6.06451227428758	0.775996432484621	0.296369300055295	0.41482411662012	0.542123756596484	0.668406702250723
214	miR-362-5p	5.90661688312683	5.03573315348981	6.09879999672689	0.0760514954910461	0.970168380226836	0.0731312583714197	0.119017855894267	0.231841473935301
215	miR-660-5p	6.12649266411759	5.01959364112941	5.18638045795066	0.0352613351283257	0.0352227266704309	0.903453949804526	0.0486705685236902	0.125490798590856
216	miR-7706	5.56952619732691	5.04378869748055	5.39387168587017	0.224910033089642	0.500778390631183	0.574742347832596	0.465408748874722	0.599199470295711
217	miR-885-5p	5.15993669679284	4.22532513599672	3.90980567920756	0.0408319132564783	0.0229780562187813	0.665875361720515	0.0390949937436327	0.11008910126457
218	miR-6803-3p	4.41808217236819	4.0524600344098	4.33156718027027	0.445892394958763	0.997702050968746	0.53686049213287	0.723558508665495	0.801961003171068
219	miR-1908-5p	4.26669828668336	5.74728990873037	5.30630009272272	0.000361756934667099	0.0124208501055984	0.265920581987398	0.00102287307953917	0.00754909146026092
220	miR-1292-5p	5.14433736315872	5.00030264781148	5.92222976983452	0.668445729832775	0.0946362862731829	0.034341776915737	0.0857361387025116	0.18412187163982
221	miR-550a-5p	4.90277921045352	4.24636215034586	4.6088132925227	0.102486685535701	0.695214211853764	0.295548202052268	0.265527831215733	0.408025171721537
222	miR-4662a-5p	5.249889832184	5.24968073946487	5.75208340620631	0.997795719871348	0.104076642216396	0.228747417545835	0.26116834744402	0.403193630070706
223	miR-142-3p	4.61374762276785	4.12371631879089	4.7761662787293	0.302733742558043	0.800103346507411	0.198454675087004	0.395864411247255	0.534621009004025
224	miR-34b-3p	1.11615951770495	0.976226713307927	1.36228383179139	0.561277462198197	0.403542063387045	0.734299940649096	0.676009691999886	0.766729607376494
225	miR-1285-3p	4.9961276023931	4.64894036731388	4.84937860179564	0.362373511927164	0.829021308626373	0.521638382737321	0.646002587130128	0.750566198794207
226	miR-5187-5p	4.21797982242184	4.32853940113715	5.6754885910081	0.87897395171412	0.00387620736681342	0.00725326708597977	0.00578876593031907	0.0280862346989555
227	miR-642a-3p	4.42730535052117	5.1566844198172	4.19346066080821	0.11669740126624	0.386376317166748	0.0358507739602969	0.0800565636714133	0.176258988923616
228	miR-1468-5p	5.25574703645358	5.2218466915012	5.77357316660513	0.962534843532331	0.188608466468004	0.100949988011512	0.237248733646198	0.378780836422002
229	miR-331-5p	4.80684423967665	5.60350712323329	5.05200169520183	0.0374076722561336	0.729875657608457	0.156865164035295	0.113261697891024	0.224807309450366
230	miR-495-3p	4.85509250992216	4.92353322381024	5.03899541436452	0.894503496090822	0.723455454679228	0.782634932146398	0.92891634975353	0.951977226003704
231	miR-3074-5p	4.46543878627584	5.21731332488839	5.04457807775113	0.0590133017128473	0.177020216669112	0.582914253053338	0.143346043767021	0.269223394028383
232	miR-664a-3p	5.59210661796607	4.40494051441092	5.17136179220517	0.00168362581297008	0.312623535856641	0.0361831560172767	0.00569389003964197	0.0280687176856499
233	miR-30c-1-3p	4.68846693997674	4.91963255794339	5.34825456893341	0.690523687636025	0.0641522944474285	0.173130471837886	0.163584781134531	0.288614226648128
234	miR-200b-3p	4.29325188988322	4.0264210170182	4.76717246160313	0.437345515225399	0.432139809516961	0.134860966156649	0.318707130729621	0.45750213488558
235	miR-6721-5p	4.69480940968281	4.25204659481317	5.10628444950402	0.258355693974088	0.214894409924845	0.0372334283469033	0.0942573080321328	0.193369696448033
236	miR-421	4.38925806488437	4.96652959156986	5.17185337828501	0.111254909028222	0.0610946432392644	0.620936872410272	0.118706351433644	0.231841473935301
237	miR-374a-3p	4.781119415681	3.53907818616131	4.82509543143756	0.00445226048418644	0.935790004979436	0.00517267161972205	0.00486964727292906	0.0252643086239092
238	miR-485-5p	4.2285444915265	5.27572393863059	4.9756097193427	0.0339490418361633	0.122225729850366	0.506661792084239	0.0823785007726221	0.179859726686892
239	miR-197-5p	5.02146540432948	2.63381816445658	3.73640003508714	2.847408374228e-05	0.0240811807630908	0.0364943318302003	0.000104106901883788	0.001212267035269
240	miR-6511a-3p	3.98074999528472	4.3177056030705	4.68749716179914	0.340408988811841	0.141425956409991	0.446701415910569	0.293938544290712	0.432423908736979
241	miR-4433a-5p	4.06424939834519	5.20566846750857	5.44251263257157	0.00540387987626843	0.000605192604640898	0.384283868414389	0.00104873963312286	0.0076324939966164
242	miR-30c-2-3p	4.55016628831006	4.33880407475742	3.631921145631	0.534239217829717	0.0551556858032793	0.108788396512588	0.111683573637723	0.222517842532954
243	miR-1224-5p	4.02983660928761	2.98051105795775	3.47393373194615	0.0650831997227519	0.441115111374409	0.240183161469884	0.161004274648549	0.28695999971374
244	miR-125b-2-3p	4.28208738313183	4.47799183032144	4.25086951774608	0.831436304912752	0.87183597581535	0.704003985560728	0.930176220828047	0.951977226003704
245	miR-181d-5p	4.15700174199425	4.8911378611497	5.13355949530943	0.0669579240286203	0.00677382778990776	0.770960255807364	0.027060671773994	0.0819641156622708
246	miR-200a-3p	2.09504982425705	2.88877802966043	2.54147684182037	0.10298317772869	0.4585538504654	0.441118844578871	0.273673890020313	0.410902917967461
247	miR-30d-3p	4.4926348841775	4.70617937939467	5.12712812066168	0.595718722097081	0.142271146793032	0.442822702089582	0.36350541503592	0.505243600739581
248	miR-1-3p	3.38114754104102	3.95604253360964	4.00780110914347	0.261734021231847	0.285515467263296	0.934717749751223	0.440155779227133	0.57507846435142
249	miR-4659a-3p	5.0038853251639	4.04162021420307	4.43997745021859	0.0249402072911708	0.296148248224575	0.300872648738943	0.0863818757070654	0.184751440287764
250	miR-1273h-5p	3.19584151979311	4.838573143649	4.07832418819018	0.00232324947841782	0.0418894866476288	0.200109835454995	0.00604281268401223	0.0290498518020404
251	miR-3909	4.50340935778905	4.77606039840406	4.70451643449975	0.752688914929569	0.742806530565913	0.937156111032199	0.930034398045151	0.951977226003704
252	miR-184	1.06952831126397	1.20257514315791	1.02435349889082	0.88809091369979	0.26645416599264	0.172785600223787	0.35983135033146	0.501467094610865
253	miR-32-5p	4.43659665795207	3.6318789606318	3.53194960733594	0.0642958782027285	0.062842130262438	0.810485890476309	0.094470691394459	0.193369696448033
254	miR-6735-5p	4.12134511772896	4.30890273156229	3.94103268427249	0.966923030545766	0.516854463938644	0.550993505229716	0.772764981241681	0.84091665305011
255	miR-548k	4.71418044047428	4.15829241883131	4.59703622705771	0.104745477465855	0.993113000577377	0.22507215800214	0.253787854833477	0.398100161559221
256	miR-5010-5p	3.92293593910641	4.16842501157276	3.9790479060819	0.704905909411998	0.94719166036121	0.709115784905672	0.907537877345988	0.943551285177178
257	miR-26a-2-3p	4.01269927786355	4.0649466721958	3.72970828722019	0.949299463686997	0.491381902234114	0.483404855975376	0.725438006685279	0.801961003171068
258	miR-6780a-5p	3.36430676458542	3.37935129499917	4.12379382674632	0.993375168514515	0.209998638902293	0.16077027767192	0.312368048564618	0.449942830423629
259	miR-1296-5p	4.4240367361198	3.9229659796429	4.64282096408444	0.189209260621312	0.701942328431652	0.0994729852643848	0.217362161219966	0.356746716971509
260	miR-1260b	3.15798552390266	3.59666933008314	4.33115022045876	0.282138143040235	0.0186410158948062	0.129467148591938	0.0498356723077929	0.125547559083094
261	miR-504-5p	3.99481483015532	4.53892379165661	3.64300810572868	0.391275546800854	0.504107591651997	0.0924639593383128	0.267257875283983	0.408756857727739
262	miR-1976	4.92087632641359	3.79680201750415	3.88846382110189	0.00735189053905651	0.0446109516095755	0.684392714889522	0.0205801388783918	0.0657560534894957
263	miR-193a-5p	4.0603637721696	3.84130954670054	3.63294852709392	0.552206890081831	0.408473478902458	0.679575414455732	0.66643315422048	0.757507533213734
264	miR-3184-3p	3.33284665445836	3.75200257519783	3.83233955318455	0.211243143586161	0.260611102556869	0.936372509350516	0.378642553257601	0.521057932776902
265	miR-106b-5p	3.27622818159779	2.78186796333	4.0637850902532	0.41114661281582	0.195143566364099	0.0171250512333899	0.0720387386563175	0.163397765746532
266	miR-4508	2.39144924182866	2.41719729014589	3.25960932225067	0.851428392108241	0.0973587890954674	0.0815695443010892	0.14731476388484	0.274707958276356
267	miR-193b-5p	4.10088345234007	3.03075983814254	2.83540929279454	0.0312183493531195	0.00753265598002989	0.888290133765007	0.0183941668708188	0.0615643316753557
268	miR-411-3p	3.28943344959752	4.26188712712365	4.0063339357435	0.0557792018941688	0.183524291238425	0.891453761582025	0.157967615196424	0.2844749105917
269	miR-10527-5p	3.84382161997999	4.0363089567459	4.79955990640059	0.574105877319571	0.0256120952180588	0.123185819635489	0.0775858624535237	0.171540050319183
270	miR-652-3p	3.87812474113642	4.3731294365515	3.79750509311809	0.249857317351916	0.91973967317641	0.167265047232445	0.340376781266309	0.478170062690471
271	miR-1270	3.57786798347595	3.70296809127689	3.15139836499189	0.597728083306681	0.51431857220947	0.267681079583854	0.527325200660297	0.654782950582928
272	miR-185-3p	3.84163476753237	3.75880789638573	4.42228671672614	0.951512335660444	0.082195425623387	0.12710841633817	0.169980480319963	0.297226568243944
273	miR-4659b-3p	2.92352462884648	3.90106380439406	3.94409482981291	0.0242836352985935	0.0294723968020156	0.862332906435452	0.0351235208775404	0.101683563203487
274	miR-4755-5p	3.75882529430948	3.44370533135433	4.07066180564271	0.519126143035638	0.667823318848576	0.159526940813312	0.434105030883682	0.572974902224306
275	miR-505-5p	4.1083822708932	2.63036780950421	4.64360288483108	0.00257453632194943	0.28047340444079	9.58666025672114e-05	0.000214435705025297	0.00212008131006143
276	miR-4755-3p	2.67103527207527	3.61161048849642	3.48134630515526	0.0333059505218158	0.105700837368189	0.738945161396235	0.0837398862474395	0.182073445616839
277	miR-3143	3.83437794268227	3.17957564093868	3.21042770021981	0.148254993511168	0.159508756843855	0.859684600808503	0.247475824158721	0.389455646406601
278	miR-6837-5p	4.03613163840914	3.11926399409493	4.02258332045281	0.0453172677509705	0.753449850531148	0.0524994393914479	0.0726558767537061	0.163397765746532
279	miR-1304-5p	4.06352189881822	3.33333281173551	3.61276315547554	0.0863327030158126	0.281484031102486	0.732263944028404	0.236786044041868	0.378780836422002
280	miR-148a-5p	2.71826540356981	4.38321332744047	3.34502625604877	0.00133256626700438	0.207750399893823	0.0513183102295963	0.00493022228361595	0.0252974231995336
281	miR-379-5p	2.42548007845231	3.55527285198494	3.11573613774292	0.0417505468149579	0.168538408987703	0.445847454136754	0.104930691237072	0.210665449073663
282	miR-2355-5p	2.91477838931758	4.05671665046706	4.02110205085498	0.0175286754224331	0.0217853209431264	0.958873966079254	0.0243518900986373	0.0759547048314641
283	miR-141-3p	1.10540296844524	1.00549126725923	1.10442231998199	0.924817855351625	0.7839581640106	0.76506599704947	0.943370694345449	0.96172420979964
284	miR-487b-3p	3.11539149652528	3.67563797201576	3.6186445654957	0.194821385676287	0.2985557259531	0.822360100025626	0.382165596202356	0.524121667331255
285	miR-145-5p	3.35959426444245	3.18282798206428	3.54623388073589	0.654251169116705	0.680587905853054	0.387165503485413	0.690031145531388	0.779259310901826
286	miR-1323	4.38888571262727	3.29510743714004	3.07052520663326	0.0104048349280869	0.00292149774720688	0.676289413384859	0.0049725850945648	0.0252974231995336
287	miR-3614-5p	3.00915091551847	2.56812685418485	2.65869458783444	0.345717739127678	0.573918710981637	0.841163542468901	0.652716812571783	0.752498340804675
288	miR-215-5p	3.58631422181242	3.57947660739691	2.9959216642831	0.729750149305088	0.132263830272788	0.307913636269484	0.319553017878096	0.45750213488558
289	miR-1538	3.84745939768684	3.60819234636616	3.27848713886782	0.66431487741371	0.361198194256009	0.466319592432088	0.599031132123055	0.713679886474753
290	miR-4286	3.31945328191176	3.77703249358424	3.594298543278	0.325685451951219	0.70392403069242	0.498316615471324	0.587832186901336	0.713018671148842
291	miR-4466	3.17201891951671	2.21786065822334	3.00855495460256	0.178691177488438	0.882989634178062	0.0769899437555869	0.195102483553387	0.326040245694225
292	miR-19b-3p	3.57086173343924	2.88648440977843	3.31781693038218	0.0651045988466378	0.409965575084452	0.384971870298113	0.192331310890682	0.323017970854864
293	miR-222-5p	3.48089918938127	3.27543337195013	2.17770561905436	0.979989870857613	0.0216348032110659	0.00605222426591837	0.0155797407282244	0.0563019595971697
294	miR-6767-5p	2.49066135445394	2.96532141334633	3.19606106163446	0.194132408440834	0.111429572516732	0.701460438326733	0.227616159414775	0.369259651806012
295	miR-1307-5p	2.67064540153638	3.87891289624337	2.90095698062445	0.0177876800118121	0.621394517700485	0.0569518644768399	0.0411313580012403	0.112254331211718
296	miR-30b-3p	2.75742731009563	3.5010040358816	3.75570556020935	0.0855318977783772	0.0328322081146135	0.541559184744002	0.0694836034689762	0.159271208900935
297	miR-656-3p	2.25792050893679	2.65922086326191	3.23484589627991	0.194435289188601	0.0285966065446614	0.242852086619584	0.072593405572898	0.163397765746532
298	miR-6862-5p	2.53862211635211	2.78038497387241	3.36086141100149	0.434365225199186	0.0448045780414804	0.189224680261883	0.119612029646281	0.232135939017226
299	miR-12136	1.95541875323391	3.50979882088022	2.50024184167959	0.000821957639996222	0.324329696377229	0.037960596155734	0.00377809905348247	0.0203473363096459
300	miR-664b-5p	2.40849752337533	3.18439861603621	3.3114748928485	0.0778514645669148	0.0594699434460433	0.857387235239527	0.102614490878674	0.206807666232404
301	miR-7849-3p	2.18662979416229	2.99132100328134	3.66196688551639	0.0452828428362006	0.001559365062778	0.155544249326355	0.00457328932710633	0.0239640360740372
302	miR-382-3p	2.62783051127159	3.34096186831459	3.2468781460945	0.116465195415635	0.243381635282332	0.893244421195421	0.269599165453004	0.408756857727739
303	miR-369-3p	2.09390627605536	3.09698835200074	2.38971583328335	0.0424854063892758	0.504007300178389	0.178660862776731	0.115310910179167	0.227748790202786
304	miR-4665-5p	2.2774293822346	3.36399294029137	3.35663926661441	0.0319524537842721	0.0218272627267677	0.922621694465049	0.0354842014639436	0.102163305313772
305	miR-1287-5p	2.16255495854285	3.31353496557617	3.74394691544828	0.00869300316216426	0.000740651079700225	0.347422497176622	0.00154158921595184	0.0104908149241398
306	miR-1303	3.17226781565742	2.53581262133663	1.85948999339519	0.326899917206038	0.00737997832896161	0.058130276437281	0.0204553298374377	0.0657560534894957
307	miR-619-5p	1.03192195238039	3.02303201733491	3.01217065118315	2.14357595185073e-06	2.80553659049836e-06	0.936637504211653	3.1621154216989e-07	1.36924773897054e-05
308	miR-758-3p	3.02174120889891	3.11398592546817	2.99998424694806	0.905327917596882	1	0.869815794295602	0.986262244664161	0.991543538425444
309	miR-766-5p	2.35816438721218	3.0153126880463	2.9283576144082	0.17083758369855	0.337681022811033	0.886245381917391	0.38408916079237	0.524121667331255
310	miR-4485-3p	1.39591953573732	1.88621699271443	2.44486097849838	0.0888665529224781	0.00264103059401498	0.171481949162511	0.00973120663843895	0.0401508053428505
311	miR-363-5p	3.04633232232371	2.40682180788471	2.59591361527316	0.23066472233621	0.473937444081182	0.767505636812826	0.497295301472378	0.630950939398368
312	miR-143-5p	2.34249005320112	2.79378847520209	3.14676718650154	0.323952149134273	0.0926405493172742	0.478597039293726	0.234296394879177	0.376599113241377
313	miR-5001-3p	3.229590594253	1.7536109166069	2.50183244164657	0.00454261905245392	0.12269629967296	0.221984368167844	0.0171405085163677	0.059480969950839
314	miR-323a-5p	1.88067589867918	2.8730481150951	2.77692909477996	0.0508442758686417	0.0331534440459471	0.97333167037255	0.0592427183308119	0.141749700481029
315	miR-1306-5p	1.16172702424656	2.25049052332319	2.49332922356323	0.0120778361202301	0.00343539403853745	0.696603218223304	0.00662064144469277	0.0309751439019554
316	miR-214-3p	2.91227754399467	2.09814029517738	2.20777112074846	0.0737264906427192	0.0635320353960409	0.851930008659576	0.10247369331027	0.206807666232404
317	miR-590-3p	2.44045850252252	1.88299985448887	2.54849758792359	0.281029994033676	0.840920159087314	0.187540596166749	0.375995399890201	0.519845882697798
318	miR-499a-5p	1.70253386614768	1.6871652630434	1.81916140664357	0.970828716380404	0.642514552404155	0.615250871433229	0.855046662871119	0.906179722371567
319	miR-532-3p	3.13863742251046	3.01149533004018	1.87856326454444	0.798765900000907	0.0121101638539721	0.00891619376288356	0.013268433489723	0.0500191305655744
320	miR-3120-3p	1.82302695646767	3.23935879863066	2.86650749991689	0.00134156542863695	0.0128981279827243	0.407111304537369	0.0029504697833044	0.0175687064369489
321	miR-26a-1-3p	2.68630265533109	2.86518042134272	3.00807591865934	0.695847890408132	0.58327099578019	0.721989644176632	0.82495919938211	0.882201266278011
322	miR-503-5p	2.55424177987798	2.69428501762218	2.43082312479501	0.880576624719012	0.659407964744256	0.451002630391414	0.774701608945686	0.84091665305011
323	miR-548o-3p	2.99487283084694	2.03170719523583	2.7269447254962	0.058918451645908	0.562707908579555	0.349942981744966	0.198749084573548	0.329571266824492
324	miR-22-5p	2.07813284512834	3.07393519465695	2.36729665318416	0.0159090915406387	0.580338203543252	0.0628857418888493	0.0392875227795315	0.11008910126457
325	miR-337-3p	2.29237138501278	2.30868352159684	2.56773074578059	0.991109442799699	0.697819889769275	0.642840803762953	0.886185619083579	0.928722528799591
326	miR-1306-3p	2.91936693941215	2.37758800079288	2.17276816538492	0.499324154839547	0.33575756264022	0.584810401454654	0.570895059715845	0.697468620356831
327	miR-381-3p	1.38848382949392	2.86591608837116	2.47494657124737	0.0117739697352542	0.0185822940907878	0.666850678659907	0.0170862943252036	0.059480969950839
328	miR-516a-5p	2.588916701147	2.17418124371338	1.68284228395488	0.446200280472742	0.0609061206668438	0.204578445310925	0.150375243728723	0.278433313476505
329	miR-3688-3p	2.69093856885449	2.3740851556672	1.86265637165356	0.672213237146787	0.0621111884897105	0.158427905239495	0.153565378400845	0.282344765901904
330	miR-301a-5p	1.76630750953634	2.83296289782715	2.51987246014464	0.0154193489127695	0.0900914059249135	0.611029107431829	0.0470177240379864	0.123908432787503
331	miR-205-5p	1.03231502567777	1.48381278182159	1.30532475064956	0.314942327425243	0.851420371630191	0.492227784867943	0.599412791312862	0.713679886474753
332	miR-3605-5p	2.76012827684187	2.50094275344446	1.99194137578534	0.610857892432424	0.12251819965658	0.254394772409507	0.268984564361664	0.408756857727739
333	miR-4738-3p	1.79530542829254	2.65292631279283	2.8042386275701	0.0623036282991026	0.0553014445902966	0.868843439879144	0.0875013648764601	0.185630425891762
334	miR-548e-3p	2.51498388644624	2.8507456173632	3.04831899622946	0.315852919298705	0.141141540949774	0.6102605287149	0.312555706630155	0.449942830423629
335	miR-203a-3p	1.72631628414492	1.9108032743008	1.89819455852558	0.523807062176429	0.853365684922162	0.534998275240706	0.758966851460362	0.828538812844228
336	miR-627-3p	2.38779470713568	2.20344098419277	2.02706631012634	0.850929918757041	0.487004812611485	0.461167088676384	0.707660190890823	0.792124134174853
337	miR-1304-3p	1.51269905026135	0.717326632171819	1.83094142439174	0.368536216930198	0.217207849959449	0.0260313700649657	0.0911664113762814	0.190606333332627
338	miR-4717-3p	1.38047223436155	1.87414457947057	2.47826611109521	0.205549414184037	0.00652779186023124	0.152124781947592	0.024771550446185	0.076632246460664
339	miR-11401	1.98104989186221	1.70193559820986	2.3595441796318	0.899032590567435	0.194700434381901	0.186252938740623	0.321778403468199	0.459432924842878
340	miR-542-3p	0.804935357808502	0.775069106842233	1.05002849220605	0.988201722798485	0.9179162423159	0.94552979402352	0.994454688485938	0.995100955480273
341	miR-6511b-3p	1.98455442808456	2.34312580288271	2.20859555363264	0.638074992039286	0.777873053172753	0.87610782650351	0.893596069294764	0.934619441737438
342	miR-4449	1.82292102989206	2.74032832087399	2.57951008782592	0.0174289074126235	0.0533033426539643	0.720487648459028	0.0390116532321588	0.11008910126457
343	miR-1229-3p	1.19015479369383	1.59651723635564	2.02553810851951	0.244955856199711	0.0659031262891017	0.519904278042186	0.177687812027753	0.302300043839425
344	miR-7854-3p	1.50583142617175	2.19683348476898	2.37930150544533	0.0310598011303671	0.078050972481845	0.940249805772398	0.071133018005598	0.162059571456232
345	miR-29c-5p	2.49055207504977	2.42538010211809	2.05781771223509	0.935533539657401	0.562192063968094	0.441978137048964	0.735659094517543	0.811426006272177
346	miR-132-5p	2.25435214247501	2.67996180778759	1.82308996318537	0.28839806223014	0.25605355557491	0.0463304624362892	0.121488839964464	0.234908310484795
347	miR-195-3p	2.07428425989188	2.28367909065543	2.0421262302874	0.997770982444533	0.895520876700536	0.980331185215067	0.995100955480273	0.995100955480273
348	miR-27b-5p	2.23735716253882	2.64943723884138	2.52378382500019	0.346897842111946	0.666978498471118	0.527787033676494	0.608886473173305	0.716980925714184
349	miR-29b-3p	2.4597063658371	1.73968260902736	1.79138173634038	0.202408057190839	0.128166049377128	0.576509050632257	0.237822319051219	0.378780836422002
350	miR-10398-3p	1.7019585321109	2.2399273645571	1.70506391249077	0.164274911150513	0.758107956609455	0.217828084649547	0.302318370851429	0.438822233590439
351	miR-873-5p	1.94641692211274	1.89622593268481	0.902484296855074	0.447071722367178	0.121192365021455	0.00680730893883897	0.036251308792224	0.103303211955084
352	miR-6747-3p	2.93165677646125	1.63904367576177	1.94079264679571	0.0020286900643908	0.0445723770000961	0.20243480127719	0.0057315892984056	0.0280687176856499
353	miR-410-3p	0.9957275613563	2.32504199969826	1.6045764043295	0.0114587537840443	0.383664911065445	0.155254301820337	0.0450743650808791	0.119893235037465
354	miR-4742-5p	3.14104030213561	2.29346109087574	2.64683121333704	0.05224768722171	0.344952111064303	0.402889084115243	0.160358690067486	0.286784824557552
355	miR-5189-3p	2.15143333478731	2.07145824988928	1.82911535810943	0.776386655544239	0.569427473052786	0.762521960873118	0.845018669014669	0.899979232853021
356	miR-451b	1.5409934934995	2.04769996204462	2.05879118534064	0.0622761995584615	0.221009634820039	0.488628705910149	0.1546854604934	0.282569669873617
357	miR-6509-5p	1.95778510976086	1.69306676156779	2.19012873497713	0.75459093187679	0.622030740864122	0.320959334498747	0.648970751126871	0.751265972642211
358	miR-326	2.66257209399807	2.42885003344766	2.4013647637114	0.922838578523295	0.701194453452875	0.545747972857019	0.851560512639155	0.905106914042428
