"","miRNA","YRNA","tRNA","rRNA","snoRNA","lincRNA","protein_coding","other"
"37",0.342461054543286,0.596553908686038,0.00669429378977217,0.0377911475454447,0.000821336592738744,0.000517102532028503,0.00338167126165007,0.0117794850490418
"38",0.714128809418439,0.20474987165461,0.00771155237957549,0.049911466730927,0.0029511504595073,0.000969319648386221,0.00543634289606323,0.0141414868124918
"39",0.512760699255153,0.411624649806971,0.00976663632007123,0.0488965350037955,0.000672491649643197,0.00117402366731861,0.00516434251081452,0.00994062178623314
"40",0.413173417243407,0.424032331991721,0.0571561289514245,0.0812799140817007,0.00104415525474006,0.000931025939602275,0.00587572669756869,0.0165072998398362
"41",0.696456398191559,0.195092366874564,0.0266609756927369,0.0618495601280298,0.00180391928501061,0.000805332536426339,0.00563732775498437,0.011694119536689
"42",0.327865207017526,0.628604084653323,0.00694098630528796,0.0243166993143505,0.000770285466559398,0.000327706003464962,0.00265066700356468,0.00852436423592395
"43",0.694804238463983,0.161126936880373,0.00528025176538071,0.104539411979009,0.00483667806122054,0.00182487268330116,0.0123260780255641,0.0152615321411684
"44",0.791532264491735,0.098813629837357,0.00591491105724663,0.0800661276447073,0.000450242580532084,0.00108388625234583,0.00506760059682148,0.0170713375392543
"45",0.836572931184232,0.114320296686326,0.00571781471319505,0.0283868979128954,0.000178883102884391,0.000513172627626143,0.00268352273951324,0.0116264810333275
"46",0.335766225390535,0.633599624921075,0.00425002236176389,0.0127668608597766,0.000199699232778957,0.000261126728755935,0.0019673562551691,0.0111890842501457
"47",0.57278821408729,0.328815524182586,0.00665086659914542,0.0705351698918089,0.00216447391792616,0.000770066001169176,0.00570269338226569,0.0125729919378089
"48",0.643476113578691,0.268807937121672,0.00639034470658188,0.0584829856158353,0.0020264792750407,0.000980646198934915,0.00584163772179784,0.0139938557814465
"49",0.885079246526443,0.0499052117084958,0.00464253940359163,0.0368615519797902,0.000355428634191883,0.000992256576418255,0.00312109396452304,0.0190426712065462
"50",0.624102622065309,0.235680647516962,0.00900814831294923,0.0541624814261833,0.000811314470491304,0.00105335474019977,0.0107673127906905,0.0644141186772151
"51",0.531697237604451,0.366572513018621,0.00850501353426081,0.0756637483009178,0.00147545778142635,0.000907260844054805,0.00469548123896552,0.0104832876773027
"52",0.671138273688007,0.26414879024208,0.0118984537509902,0.0390463617102119,0.000576768268729191,0.000426586982141822,0.00332086115959016,0.0094439041982496
"53",0.612069940518673,0.307019058703978,0.00610538096269925,0.0551302469312025,0.00154643027015964,0.000795757168171523,0.005726300406209,0.0116068850389072
"54",0.488715968641905,0.213938541580736,0.00968743769176741,0.227801737166049,0.00752958983523741,0.0027142593298281,0.0209703001181957,0.0286421656362812
"55",0.837491945511403,0.0942091653659732,0.0111610034918895,0.0399120289693227,0.00205283051970893,0.000793689955645125,0.00519656992046364,0.00918276626559426
"56",0.590158147468675,0.345260777717227,0.00875652442454684,0.0385877853309278,0.000279567552431603,0.000640632106266119,0.00538141417597053,0.0109351512239551
"57",0.422883010663556,0.464511821982944,0.0132044948847775,0.0790129237617806,0.000888091825181078,0.000904225911629665,0.00771030064615224,0.0108851303239796
"58",0.788144949979775,0.139740545865458,0.00918974479723244,0.0430093691072029,0.0031951915781678,0.00100938520705415,0.00482039609659106,0.0108904173685196
"59",0.67909800233879,0.250343000477888,0.00696725914539476,0.0456509961879048,0.00156436847170439,0.0008474258997844,0.00545255141703793,0.0100763960614956
"60",0.512663784570465,0.450371363669919,0.010424576235437,0.0145613277830759,0.000170573616993068,0.000291900752237655,0.00211934070354484,0.00939713266832692
"61",0.670310736768362,0.262213628791663,0.00778643091565148,0.041698593494689,0.000878692648636384,0.000798485822498114,0.00582703587016445,0.0104863956883358
"62",0.648298823480334,0.279802451531848,0.010431646978547,0.0447880907485567,0.000644156232536608,0.000751967073810607,0.0051451234149707,0.0101377405393955
"63",0.319091586035127,0.607850111921672,0.0144439378960834,0.0413610906358491,0.000714804154014461,0.000745297445113958,0.00470194313791777,0.0110912287742224
"64",0.863629010411021,0.0474927503331429,0.0107910570167745,0.0568004373598683,0.00302204755769596,0.00126747767642339,0.00571758764657064,0.011279631998503
"65",0.403176870780372,0.533114316036242,0.0180984381873322,0.0290881141689279,0.000242355694967935,0.000436132829063204,0.00308306760840643,0.0127607046946882
"66",0.716810344322318,0.0516778105373958,0.0132369530968761,0.00861508413962392,0.00166824263737013,0.000660217981150508,0.011063282888452,0.196268064396813
"67",0.583002389559124,0.337429033974984,0.0181259979597268,0.0443920207575623,0.00047236760400958,0.000529750288299477,0.00486034108045773,0.0111880987758361
"68",0.491433790552012,0.422428481785039,0.0147328870222013,0.0482429867685047,0.000456577057965268,0.000829422657155286,0.00727366520505546,0.0146021889520671
"69",0.555671591172286,0.302096085762499,0.0171392647983324,0.103226433510902,0.000533534063461602,0.000922310822883235,0.00845382655593422,0.0119569533137015
"70",0.70307818768413,0.0973677861354546,0.0144196935876142,0.154264031310932,0.00150674161768174,0.00171532565080456,0.0117501434523804,0.0158980905610029
"71",0.716675875774944,0.124596140277038,0.0124832182288578,0.115258554623891,0.000743011862306763,0.00156114078907241,0.0103006032997492,0.0183814551441404
"72",0.582420481458165,0.216371376322811,0.0438153910723386,0.107724015948676,0.000479659441796325,0.00242078124531583,0.0218230056659772,0.0249452888449201
"73",0.672524206955526,0.269257637185579,0.0105125185969987,0.0321180072502668,0.00156395120709887,0.000498653535038507,0.00309430459672535,0.0104307206727664
"74",0.356658891862323,0.140740464201431,0.389549875692688,0.0830598718250713,0.000968153709943773,0.00296053844216914,0.00945066727315556,0.0166115369932189
"75",0.844048674360092,0.0814806387009181,0.00484374027142146,0.0473536250671342,0.000122958034355684,0.0018293647078638,0.0102368722701189,0.010084126588096
"76",0.618498151249493,0.115475249673449,0.0244616512228778,0.201225129903898,0.000137171964507266,0.00189276837592489,0.0161862918118574,0.0221235857979928
"77",0.567954935208004,0.238910404197567,0.0442459483708305,0.116060010675631,0.00015786305663763,0.00178532895708169,0.012557495088074,0.0183280144461732
"78",0.640567781704242,0.154063890659892,0.0676727742233129,0.108789050610809,0.000158589292179145,0.00181016060770135,0.0117596363018899,0.0151781165999737
"79",0.624948225949301,0.330312201197633,0.0102858515105538,0.021470772263209,6.21288608386956e-05,0.000549025252517835,0.00426195907132775,0.00810983589461888
"80",0.759773833353012,0.131279925247971,0.011171045525087,0.0624824118578861,0.0106845364962148,0.00231253465660833,0.00727823419949679,0.0150174786637243
"81",0.816877049652362,0.119977334530808,0.00846237865316497,0.0279374827500333,0.00636146993502938,0.0008229907363947,0.0049421816746754,0.0146191120675326
"82",0.741932242977339,0.109653320995787,0.0103988293401995,0.0949375464478441,0.0130244978672775,0.00130840186490007,0.0112597700091666,0.0174853904974861
"83",0.830159744794369,0.0939039766115475,0.00817303746860447,0.0382995751811032,0.0106838865174962,0.000965894326874831,0.00563282269243718,0.0121810624075674
"84",0.831806287839293,0.109126026678392,0.00830505924969875,0.0316843827295048,0.00572966525507346,0.000713823532815085,0.00444806664062605,0.00818668807459667
"85",0.791251452172748,0.127923985416488,0.011885548113847,0.0433611635432991,0.00405745985009632,0.00134390215031432,0.0078706168128113,0.0123058719403958
"86",0.838028643485038,0.0836208443850587,0.00869028093167056,0.0438066050015874,0.00662052475864972,0.0010416155740528,0.00820275633310354,0.0099887295308391
"87",0.732318851816186,0.119965180787698,0.0182639038336639,0.088001114910405,0.0104167798846589,0.00131852164232872,0.0109421113688255,0.0187735357562346
"88",0.856378482224519,0.0442034225011427,0.0124111739048078,0.056269532761591,0.00744067534984194,0.00201928508114982,0.00936075997809038,0.0119166681988576
"89",0.745607291823114,0.155837885123616,0.0123850195377858,0.0569217513655371,0.00543118826099215,0.00311049981423953,0.00827468484396559,0.0124316792307496
"90",0.757345707570678,0.152529651190369,0.0166641541751436,0.0500538669518778,0.0044544200465634,0.000816370225156062,0.00704104089924671,0.0110947889409653
"91",0.817148200608951,0.0798030283520087,0.0155808583315609,0.0615221680868795,0.00635814869469737,0.000668795237442879,0.00791748243366866,0.0110013182547914
"92",0.668540223774278,0.165907181779756,0.0122564644092084,0.100199376334871,0.0189255274182589,0.00077600635436067,0.00936052192920802,0.0240346980000593
"93",0.856478945551461,0.0598333148990194,0.00623394368196483,0.056185054680888,0.00269552240906217,0.000889148595787113,0.00784454808193158,0.00983952209988588
"94",0.849284979599362,0.0838817902621342,0.0064061850117555,0.0351370531379576,0.00994807836225813,0.000694538707013546,0.00481241164018322,0.0098349632793357
"95",0.839474069210183,0.0617602189473601,0.00790216331695793,0.0645312468443315,0.00444544714313792,0.000923019176119921,0.00955599221113288,0.011407843150777
"96",0.878422289968473,0.0413434354731724,0.00684264204473098,0.0470959854624863,0.00643335920880844,0.00127269687047018,0.00812043280331059,0.0104691581685479
"97",0.949899589375338,0.0134930093956937,0.00372741456385597,0.0195392421323903,0.00193947369210888,0.000726332678081993,0.00357763864575924,0.00709729951677135
"98",0.832519106558126,0.0715189559687342,0.00824432239900094,0.0531943621815013,0.0126073701890758,0.00224463787484037,0.00797992091282191,0.0116913239158998
"99",0.896493010668853,0.0256691507002745,0.00552494177653255,0.0461416787808366,0.00640059925319705,0.0027680249627353,0.00629758689087522,0.0107050069666957
"100",0.854665837497773,0.0665920608695343,0.0068404816811561,0.0417276658798617,0.00993159356624442,0.00226307485189601,0.00692375429824144,0.0110555313552934
"101",0.813298496437859,0.0771781218501223,0.00814568585362007,0.0654471064757508,0.00866254864212058,0.00107674146577089,0.0114104125783836,0.014780886696373
"102",0.787728422340038,0.0803582452354146,0.0140024935004214,0.0777850348054288,0.0149169401821519,0.00101068007018765,0.00940685197025241,0.0147913318961053
"103",0.798890566356913,0.0985411957878174,0.0088535852354769,0.0619255893383742,0.00689745911703125,0.00363215833746733,0.0090539639747892,0.0122054818521306
"104",0.877320954333381,0.0554938816780376,0.00515003315803559,0.0438098922811925,0.00433149630193652,0.00105586557305924,0.00540009357179101,0.00743778310256618
"105",0.80568991446026,0.0688410870229281,0.00728905791700239,0.0894099471144347,0.00807187495720498,0.00160839416864188,0.00778932300160169,0.0113004013579263
"106",0.840448951076892,0.0689034409901922,0.00847642341923559,0.0506699469522833,0.0128085591958669,0.0010218342147784,0.00655575079172025,0.0111150933590318
"107",0.824088584781218,0.0599558650800242,0.0103576488843493,0.0725305063399906,0.00535543962169658,0.00172534604890721,0.00951097458862595,0.0164756346551878
"108",0.771442263689232,0.106529587737918,0.0096630141738606,0.0708070122951369,0.0166498019542454,0.00147997229200876,0.00928631462119416,0.0141420332364039
"109",0.824367593567463,0.0623063295208311,0.0116694404979016,0.0684395451415557,0.00562600568044174,0.00157271200201646,0.010456367690572,0.015562005899218
"110",0.859999776683478,0.0665587708835496,0.00761509341097968,0.0429674255264272,0.00614341541836969,0.000832296256562825,0.00565134520013748,0.0102318766204958
"111",0.770055125464259,0.0882810320027663,0.0141965578553387,0.0926514542053586,0.00748597902745495,0.00197536626793066,0.00951212505474167,0.0158423601221505
"112",0.835359560089325,0.0745715713029172,0.00999527417901652,0.0575166368899633,0.00350424742463688,0.00104389013210437,0.00758003545296017,0.0104287845290761
"113",0.291270274619861,0.123036589196085,0.378363633085446,0.164157559452964,0.00480845747168448,0.00364919228732503,0.013565940219045,0.0211483536675896
"114",0.515386693402906,0.153462536328711,0.216748374159884,0.0817976615460484,0.00474190524710775,0.0017222029838948,0.0101437556317434,0.015996870699705
"115",0.832383471817054,0.0744341730639868,0.0138177992050894,0.0608049635148578,0.00121964949633422,0.00101920857784077,0.00516843864511214,0.0111522956797253
"116",0.844673141985344,0.0796915764069846,0.00803179935293648,0.0468661483211338,0.0035114485047072,0.000747017054352516,0.00474242645111673,0.0117364419234245
"117",0.733674830172217,0.124533191582685,0.0119907974076577,0.091123121285003,0.00895150962797211,0.00121341428118306,0.0114051812150687,0.0171079544282134
"118",0.777866010240389,0.0302199574275947,0.00507864505155352,0.149427050736475,0.0116231499512155,0.00177239743775253,0.00941724153360611,0.0145955476214136
"119",0.754357255455453,0.170450313305725,0.0135731585482039,0.0334724269482449,0.00611218700990745,0.000778390951434128,0.00712160385704837,0.0141346639239833
"120",0.794489461042777,0.0652077012112664,0.00798350985113244,0.102199329857937,0.00336706958886202,0.00199142001996567,0.0123611782280479,0.0124003302000114
"121",0.817419753318208,0.11438988355283,0.00966702306718511,0.0365440510880325,0.00340449950439307,0.000908010956146689,0.0066386617056228,0.0110281168075821
"122",0.757982053448979,0.15258266006566,0.0114171593875895,0.0595471489678999,0.00253237218539601,0.000607942730978711,0.00702857279833693,0.00830209041516062
"123",0.812132415643092,0.100646067768613,0.0126778639819735,0.0593639178777601,0.00115470957534825,0.000923057312624595,0.00471716883312835,0.00838479900746016
"124",0.757030453350925,0.15130201764768,0.00801351494102708,0.0599123221165144,0.00456215493136893,0.000791461592689126,0.0068031473061741,0.0115849281136212
"125",0.519581904104958,0.366467825945868,0.0140126756664167,0.0505909120721821,0.00615705533461312,0.0083413301396905,0.011596228286299,0.0232520684499732
"126",0.530443894734159,0.171269037314344,0.165191895201619,0.0755157699793517,0.00821853477857406,0.00295837125374224,0.0195896915196116,0.0268128052185987
"127",0.857857565293653,0.0524994635315485,0.00838802115188847,0.0611267573877148,0.00194793768050738,0.000922298116814321,0.00751878676234292,0.00973917007553061
"128",0.735708687887987,0.14059471799167,0.0201916570530456,0.0855284235146058,0.000901681030829195,0.00059549378574579,0.00687170377308885,0.00960763496302766
"129",0.850461730976651,0.028934913729165,0.0073741190009184,0.0877746797371019,0.00255621279672379,0.00117556336710369,0.0102586131656632,0.0114641672266725
"130",0.835146363241318,0.0831419350879807,0.00815536606777229,0.0588521114502077,0.0046441009508758,0.000539843987742431,0.00367782178936968,0.00584245742473329
"131",0.906130361024448,0.0459508752076261,0.00468369981806018,0.0302219644915168,0.00176638448280533,0.000567910651502931,0.00486449339243772,0.00581431093160272
"132",0.900569554537353,0.0413685266623298,0.00426093633078511,0.0396350921458842,0.001878088137416,0.000590424141808022,0.00511834099805593,0.00657903704636812
"133",0.906866903972765,0.0489861064078907,0.00798082212070484,0.0220476869742244,0.00132003830189876,0.000646908534314559,0.00412393855679986,0.00802759513140204
"134",0.755876871818494,0.103892401910535,0.00695797235102215,0.099057607397421,0.00856782451637127,0.0015309676283212,0.0104408346591628,0.0136755197186724
"135",0.826181064415638,0.0776161853666714,0.00544419138612759,0.0589652321142375,0.0123919246631905,0.00132835784191233,0.00743282782488576,0.0106402163873374
"136",0.803536930744373,0.111088453782139,0.0060638381762058,0.0544855500351593,0.00430220396323379,0.000867114035429112,0.00534740698161792,0.0143085022818415
"137",0.835386034968261,0.0450619660499228,0.00661946958970361,0.0728935520308001,0.0103545348966702,0.00149179884499737,0.010089886567924,0.0181027570517206
"138",0.701486515522903,0.154693249336713,0.0152690274141514,0.0962747196520042,0.00174183405789522,0.0015660223845566,0.0127686061772143,0.0162000254545623
"139",0.816800529380381,0.0829754438376527,0.0125352435383148,0.0653555977274513,0.000844365652470195,0.0011857147506268,0.00931839646133015,0.010984708651773
"140",0.747012389608801,0.193387082817306,0.0119082775417879,0.0292694931443503,0.000209828020390852,0.000812966456728414,0.0055355574993262,0.0118644049113095
"141",0.70616602646896,0.120197160501989,0.0198625737427836,0.117783715462131,0.00082980673692561,0.00154515737220631,0.0160697353399988,0.0175458243750055
"142",0.581176620996782,0.283460825467175,0.0227896273252221,0.0831927723679444,0.00168417463936417,0.00118983188084635,0.012319788625855,0.0141863586968102
"143",0.582816884139642,0.102311171053066,0.0261127904289884,0.235985136071905,0.0055381336150186,0.00259175599013473,0.0196947047256162,0.0249494239756292
"144",0.782258079969341,0.143026475472662,0.010650070260603,0.0444880556974962,0.000776379662749106,0.000869954011241697,0.00750111778231988,0.0104298671435871
"145",0.776218575603827,0.146692156365704,0.00953092096457451,0.0504801913276779,0.000822447346800353,0.000907059146057783,0.00635199627467073,0.00899665297068756
"146",0.745546015200367,0.0704329883140279,0.0214540288847201,0.119749648068324,0.00108029863152186,0.00154982620631564,0.0209549685818855,0.0192322261128381
"147",0.72281201095218,0.167370070994128,0.0244804637129854,0.0620137105118076,0.000792264142146281,0.000995490927934928,0.00999619528136588,0.0115397934774523
"148",0.819807190490806,0.056567407760751,0.00929451960190352,0.0907397041882223,0.00266819152458341,0.000896027530724728,0.0103152845751835,0.00971167432782599
"149",0.780757149490079,0.123223010673782,0.00923273093486481,0.0634433488282888,0.0026839443005703,0.00125207031746772,0.0084681907649466,0.0109395546900007
"150",0.780631000414994,0.0810519928439657,0.0112498299918745,0.0978756482104683,0.00478721957377655,0.00107473034095783,0.00973325289188181,0.0135963257320811
"151",0.698057374133189,0.234559180763962,0.0100451524950354,0.0350607995635414,0.00499096684613506,0.000618332988201812,0.00580268963649686,0.0108655035734387
"152",0.676130222165914,0.153716996674411,0.0299453710450054,0.109493399923607,0.00169788242741141,0.00138468081458794,0.0142151144033651,0.013416332545698
"153",0.765761385128484,0.0698871213736481,0.0270085044421996,0.108336256280673,0.00116012486454219,0.00141384820749796,0.0122683714698149,0.0141643882331404
"154",0.705778869240924,0.225853051573789,0.0121649199281623,0.0390325265307864,0.000359188683530807,0.000668037508366631,0.00677183157352141,0.00937157496091981
"155",0.709027439481418,0.153789730039355,0.0228420901277289,0.086251250034417,0.00059566153252015,0.00162196295849067,0.013324642553592,0.0125472232724781
"156",0.807357516925146,0.10011561015892,0.0120698678392608,0.0558941320353033,0.000999864111024777,0.00133965623573601,0.0101619866271311,0.0120613660674776
"157",0.824190391193688,0.0891213641270479,0.0152184849357013,0.048441388667855,0.000195806456554145,0.000859008870647211,0.00615848088856426,0.0158150748599425
"158",0.862622354374211,0.0915586073202415,0.0136418684700934,0.0207745746301642,0.000174252273577284,0.000304452385077151,0.0037151218861935,0.00720876866044189
"159",0.884883803252761,0.0604865605210687,0.00825023176121604,0.0328779221727581,0.000705858727624245,0.0007225562215753,0.00516653857833529,0.00690652876466151
"160",0.735706800309225,0.199603222443181,0.0120446513490859,0.0397173955212324,0.000328062757104213,0.000621139047335742,0.00483020059395991,0.00714852797887576
"161",0.82170719279423,0.0943945450344812,0.00719984736296463,0.0512243967875691,0.00353312237231229,0.00123802832375509,0.00771391225992785,0.01298895506476
"162",0.831887430569236,0.115274614744023,0.00957544671651015,0.0257652496070883,0.00184044072387805,0.000889658858754919,0.00544258641142288,0.00932457236908722
"163",0.768304734596075,0.0902595817954039,0.0293040634996103,0.0876899818341129,0.0014847220366831,0.00142831522179317,0.00899668974831779,0.0125319112680042
"164",0.783278874797033,0.128349977412027,0.00756317495918798,0.0623831350260323,0.0010848786669318,0.000976645894315496,0.00712198367956686,0.00924132956490547
"165",0.886614848619639,0.049867176170931,0.00900202129187746,0.0315827249747918,0.00288786207947768,0.00085518099365306,0.00554366341134881,0.0136465224582809
"166",0.851597060753042,0.0818416539114546,0.0159826438144403,0.0294569804395198,0.00160053110159925,0.00199367104532021,0.00830217990930671,0.00922527902531759
"167",0.794604641900905,0.109563384291559,0.011685124228669,0.0589406415042433,0.00381846811832033,0.00116839246470831,0.00831210073926215,0.0119072467523328
"168",0.819674231050191,0.108859905397224,0.00878144933449989,0.041953760565125,0.00353062615758446,0.000859044492701428,0.0042538057969197,0.0120871772057547
"169",0.821739234674083,0.105220910175789,0.00948421055732721,0.0462015766432731,0.0015794064979061,0.000927254956559972,0.00506523496401865,0.00978217153104295
