adipocyte.1.	arachnoid_mater.1.	artery.1.	colon.1.	small_intestine.1.	dura_mater.1.	brain.1.	bladder.1.	skin.1.	myocardium.1.	bone.1.	liver.1.	lung.1.	stomach.1.	spleen.1.	muscle.1.	gallbladder.1.	fascia.1.	epididymis.1.	nerve.nervus_intercostalis..1.	kidney.1.	thyroid.1.	testis.1.	tunica_albuginea.1.	myocardium.2.	lung.2.	liver.2.	kidney.2.	colon.2.	muscle.2.	small_intestine.duodenum..2.	pancreas.2.	small_intestine.jejunum..2.	kidney.glandula_suprarenalis..2.	brain.thalamus..2.	bone.marrow..2.	spinal_cord.2.	pleura.2.	brain.pituitary_gland..2.	kidney.cortex_renalis..2.	stomach.2.	nerve.not_specified..2.	esophagus.2.	prostate.2.	adipocyte.2.	skin.2.	spleen.2.	brain.white_matter..2.	brain.nucleus_caudatus..2.	kidney.medulla_renalis..2.	thyroid.2.	brain.gray_matter..2.	lymph_node.2.	brain.cerebral_cortex._temporal..2.	brain.cerebral_cortex._frontal..2.	dura_mater.2.	artery.2.	brain.cerebral_cortex._occipital..2.	vein.2.	brain.cerebellum..2.	testis.2.
hsa-miR-526b-3p	24.0843313	5.2406177557377	10.2130473742131	9.02099460491803	8.79292830344262	8.87418315737705	4.58113309745902	8.69220702065574	11.611633547541	9.97714701639344	45.3686287540984	26.0561255696721	6.80760842278689	9.82528617704918	37.9722704196721	21.1198955180328	10.8312359590164	11.6445798304754	7.12161604688525	8.99703177639344	8.61655663114754	16.298600152459	8.14435236983607	10.8312359590164	6.57090095508197	7.00401334229508	8.99703177639344	6.38520999540984	6.33900560803279	5.67506557081967	7.12161604688525	7.15652379409836	6.68604671803279	10.0253970065574	5.87369858262295	7.88292599032787	4.16205830983607	6.29225419295082	5.03348903073771	6.33900560803279	25.0355580656557	6.96096458704918	7.07666045901639	5.16889555590164	6.20613168131148	8.37029055409836	7.62276733934426	5.6634444404918	4.25401914098361	7.66915577704918	5.21051877754098	5.6105298295082	14.325462147541	6.09820210819672	5.73139192678688	3.63910503721311	5.58662646180328	4.8396855685082	5.22072678278689	4.61534297786885	5.12814844180328
hsa-miR-29b-1-5p	23.8943926278689	6.55517191032787	11.8375223098361	9.61691279344262	8.37029055409836	12.2034823114754	14.8880552929508	9.36372972131148	29.1741153672131	7.96303247737705	67.9464913278689	5.87369858262295	9.84953416013115	8.67623874590164	7.54422266065574	65.4626979657377	10.6730809293443	13.9737719327869	9.29639044147541	9.02099460491803	5.88482351639344	32.8696831557377	7.83155301311475	17.1199973967213	6.87744812622951	8.63752520327869	15.8313143818033	26.0561255696721	9.64255261147541	8.28421841967213	15.8313143818033	11.0658930334426	15.7754491459016	9.90827775081967	4.13232217459016	7.08941305606557	5.26814638655738	6.84849760655738	4.41782045622951	16.2427359901639	12.2765435539344	7.03223208655738	6.16477432081967	5.45416517983607	5.0442681	5.0442681	17.3296530770492	4.88979233770492	4.32421061573771	24.281148752459	6.04449428411475	5.58662646180328	8.21322156721311	6.54277628688525	6.4842352304918	8.57428691770492	7.00401334229508	5.05441567311475	6.44022822786885	5.71782729508197	3.75847047081967
hsa-miR-32-5p	8.9447000952459	3.93260856295082	4.07821532327869	22.5190499147541	3.30697574590164	4.80833848278689	31.6946342918033	3.73298897704918	26.5615300147541	32.7105407786885	12.554256	6.38520999540984	31.6946342918033	4.60565307311475	29.671948975082	137.559254147541	4.09094838114754	3.90252275508197	39.7202786885246	3.68973041885246	3.01865960329508	226.883499163934	11.5797168606557	4.6740596147541	5.75667078672131	6.22990683442623	4.48639559459016	4.78375205770492	6.02089390983607	9.54396854098361	5.07843512393443	6.59753232278689	3.34332291147541	5.46376152786885	10.9624380934426	2.82252318868852	14.8459100196721	5.62177306885246	7.05917585081967	6.19224348639344	3.47594894868852	4.51256155245902	6.33900560803279	4.06923618016393	6.37224472180328	3.66641090327869	4.48639559459016	16.9980694442623	9.49522520213115	4.80833848278689	9.52006761868853	6.76465093278689	3.29230371803279	8.59405158196721	7.84595030163934	8.30767508852459	6.07045486229508	10.8705717022951	17.9188910277049	6.93720053770492	4.27429699344262
hsa-miR-3184-3p	32.388496004918	7.25620438791803	13.6600704045902	7.68892362606557	9.64255261147541	8.19586554655738	6.13515112081967	10.9931238196721	14.6002525678689	12.2034823114754	23.1776705737705	40.3193882131148	8.14435236983607	16.0850551163934	54.8451503672131	42.9639961967213	16.3590456721311	10.2448300622951	18.4025575245902	9.52006761868853	14.0168692918033	19.2666590704918	34.1380793377049	14.9815745114754	15.0362261655738	17.1199973967213	23.8943926278689	15.3101992683607	14.0653899737705	9.69711034098361	15.2508135983607	16.7376973770492	16.4782675573771	18.1950403360656	10.6730809293443	18.2812695557377	9.38914089508197	15.727524652459	11.9286694704918	15.3101992683607	28.4524390327869	15.0362261655738	13.0751120606557	10.4035840819672	12.9232974885246	20.4627955180328	19.6490713934426	10.5961163393443	10.0828497819672	17.3857085298361	11.2737677688525	9.90827775081967	21.0472738065574	9.79984659836066	9.06010849672131	8.01064553934426	12.4641684295082	10.1186774791803	16.9299257032787	7.91397595868852	14.1698144540984
hsa-miR-5587-5p	5.73139192678688	13.8186178491803	81.7661429704918	58.636083295082	57.6976083098361	40.513118704918	6.97389449557377	38.8256679590164	7.9759398197541	5.99197082131148	6.70199803278688	65.8497625393443	11.9286694704918	112.44602947541	10.7324215016393	3.20693640836066	41.8438604557377	47.7461766606557	14.6589130409836	27.6935336491803	32.5579293229508	3.29230371803279	15.4409987639344	42.3012745901639	22.9108951016393	25.0355580656557	66.245325147541	23.6074107409836	21.1198955180328	7.62276733934426	38.8256679590164	19.1167394688525	19.5737637880328	27.3461632885246	9.49522520213115	32.1869532213115	7.62276733934426	13.0220415918033	8.43583177344262	21.1198955180328	35.3354076262295	14.9370560065574	18.4025575245902	9.52006761868853	12.6713123032787	36.7903505442623	33.8545137704918	12.1216438885246	7.2702021704918	22.758098494918	10.7324215016393	8.87418315737705	39.1673459645902	7.35345135581967	7.40263048409836	13.1981131021311	13.7081902459016	7.20971822196721	18.8961598934426	6.68604671803279	10.8705717022951
hsa-miR-216a-3p	10.7324215016393	4.17256536131148	6.44022822786885	3.34332291147541	4.03056475639344	5.64027862836066	4.9685503557377	4.62526264245902	8.48722302786885	5.12814844180328	18.4025575245902	5.54138706819672	4.73317114757377	5.33699491557377	8.82547288442623	16.885533757377	5.2406177557377	6.94711059836066	3.57793209032787	4.74456639639344	4.06923618016393	8.35085795770492	3.74687879295082	7.28452129180328	4.28642466296721	4.03920739180328	6.51826338327869	7.04564299229508	3.72473642295082	3.18203597213115	5.26814638655738	7.2963442295082	5.95274701737705	3.68973041885246	2.83406209508197	3.66641090327869	2.00825220655738	3.34332291147541	2.66227988114754	6.1218779557377	4.99006500639344	4.78375205770492	2.66227988114754	2.78262084967213	3.2677618557377	3.20693640836066	6.11051787540984	1.97503003442623	3.47594894868852	6.97389449557377	2.86539177704918	2.88175816885246	5.44562885868852	2.16948162786885	3.48625456688525	3.47594894868852	2.48974054114754	2.66227988114754	2.50785331721311	2.39211701639344	2.21708854918033
hsa-miR-3621	3.5154729	18.0642019245902	23.2537377377049	23.5093481737705	34.9838037459016	23.4221255213115	10.2130473742131	20.5830903311475	3.47594894868852	15.0950665147541	2.72828757318033	9.18103270491803	15.8732542606557	38.4604677885246	5.06458361885246	1.72087107704918	34.6443626065574	20.8018093278689	20.0108171519672	15.9285565885246	51.2276434426229	3.46422019360656	18.754633952459	8.05250212655738	25.0355580656557	29.550665257377	35.5203564201639	24.9307907065574	32.5579293229508	22.0972627081967	23.9830945131148	25.6796500229508	31.2321468098361	21.9457423114754	32.5579293229508	26.940835932459	42.3012745901639	34.3090503286885	23.5093481737705	22.8327866540984	46.532415247541	53.3824425030984	26.4568269180328	33.3730448631148	24.1643433754098	41.4036825283607	24.4693528032787	56.0187848196721	27.456152495082	24.3816644262295	22.0197383327869	26.5615300147541	27.9450908065574	32.5579293229508	31.5489440983607	37.9722704196721	51.2276434426229	33.0567204721311	29.290845397541	23.2537377377049	30.959519942623
hsa-miR-33b-3p	66.5933948688525	20.3189290163934	23.0948445245902	23.7977106655738	27.2369691639344	22.439088395082	18.0642019245902	21.9457423114754	34.0153331362295	41.4036825283607	39.1673459645902	11.4641924837705	25.6796500229508	48.8357721540984	7.96303247737705	85.2679961311475	18.6755770327869	18.4854350655738	34.4655926245902	17.2165807622951	35.3354076262295	39.8876069852459	56.4471296557377	29.4023514180328	34.3090503286885	37.4057299836066	62.771112147541	33.8545137704918	33.3730448631148	32.8696831557377	39.35056991	42.9639961967213	41.1654978852459	58.636083295082	25.9709705081967	50.1217439059016	24.554053547541	43.3537646344262	32.5579293229508	36.9792823721311	48.8357721540984	42.098674237377	32.8696831557377	27.5653064442623	36.0418259918033	56.0187848196721	36.0418259918033	30.5350362918033	41.1654978852459	44.0034971491803	53.6849957116393	45.1117060114754	77.4380918229508	55.4498836391803	43.7934859344262	33.6796309557377	57.9996604098361	52.1691540442623	55.1362381788525	39.528426947541	53.3824425030984
hsa-miR-302c-3p	27.9450908065574	4.71599209081967	9.31731489672131	6.09820210819672	5.89873259180328	7.7071805704918	5.30284449491803	7.2963442295082	10.280100032459	10.3675384032787	43.3537646344262	8.61655663114754	5.30284449491803	8.51679954754098	12.2034823114754	26.4568269180328	8.21322156721311	10.3675384032787	4.94229112295082	6.4842352304918	7.51125377278689	19.941667395082	5.86011470163934	14.4448125885246	3.90252275508197	4.79206581557377	5.5034599704918	4.88099348901639	4.91699446770492	4.79901346557377	4.61534297786885	5.41153070704918	4.65390690098361	5.29279235019672	4.47519850081967	5.31255668563934	4.01093381396721	4.58113309745902	4.05860220098361	4.05030236819672	5.06458361885246	3.97009445737705	4.14122797885246	4.05860220098361	4.02194537557377	5.33699491557377	5.9373881695082	5.02461508114754	3.68973041885246	4.95469626885246	3.65257338688525	4.52240827704918	5.21051877754098	4.28642466296721	5.43264189190164	3.30697574590164	3.71292507	4.01093381396721	5.28119024891803	4.51256155245902	3.71292507
hsa-miR-542-5p	4.8983583442623	11.7282346183607	4.35548933114754	10.6730809293443	156.598769983607	6.41535126836066	9.54396854098361	13.7081902459016	5.26814638655738	8.37029055409836	7.01930765901639	3.62888158196721	6.37224472180328	9.87746002065574	6.19224348639344	20.3189290163934	41.6078172786885	6.19224348639344	85.2679961311475	10.3675384032787	14.376321642623	59.0250816557377	55.1362381788525	26.8267038786885	17.2781067377049	34.0153331362295	23.3346047032787	42.3012745901639	31.6946342918033	24.281148752459	81.1664967377049	22.758098494918	50.9624936819672	18.9864792688525	5.62177306885246	18.8231071688525	10.8312359590164	26.2565571	69.1968449672131	44.4294460278688	18.2812695557377	21.4454157032787	15.494286242623	24.7428834934426	17.7336618737705	21.4454157032787	36.9792823721311	11.5797168606557	6.33900560803279	49.6166294622951	14.6589130409836	12.0915659936066	68.3217716065574	4.72500202868852	6.42810580655738	14.4448125885246	14.376321642623	5.21051877754098	9.49522520213115	6.02089390983607	46.532415247541
hsa-miR-6722-3p	215.166392770492	190.593257032787	589.418631459016	486.456364737705	589.418631459016	353.18701195082	155.368847688525	654.07895342623	162.140642770492	166.568888016393	547.839869819672	224.218865885246	310.990262770492	1258.42965031148	233.558285721311	215.166392770492	994.546671459016	262.367240147541	254.547849655738	247.236246213115	1065.55152883607	558.239953426229	894.565420639344	1291.27067506557	277.860619983607	492.603768016393	297.565022606557	310.990262770492	281.520118344262	118.429697180328	373.205279655738	304.27172752459	407.052958180328	326.476528016393	167.935367114754	231.677273098361	131.514950639344	329.861690967213	122.671803196721	281.520118344262	274.671171459016	368.050845885246	238.219691131148	175.329682934426	224.218865885246	846.016126868852	307.615578016393	267.299170803279	106.052037147541	277.860619983607	150.692261459016	125.577697114754	197.629359655738	163.349506868852	129.92070752459	154.179429327869	269.556600803279	145.983588180328	203.655448016393	122.671803196721	288.301968344262
hsa-miR-1273g-5p	7.60410750655738	33.2049476590164	21.2577411557377	27.8315205065574	44.2140830295082	25.2081660016393	39.8876069852459	54.8451503672131	39.1673459645902	81.7661429704918	6.50608629983607	28.3384379442623	50.6700916163934	62.771112147541	26.940835932459	7.08941305606557	108.305951590164	10.6730809293443	41.8438604557377	18.2812695557377	97.1173140819672	29.072283395082	54.8451503672131	47.2416946885246	39.1673459645902	29.072283395082	24.6490682409836	32.8696831557377	29.671948975082	27.8315205065574	28.8265739	31.3917312639344	34.6443626065574	24.4693528032787	27.3461632885246	70.0519938639344	31.0702217754098	29.671948975082	31.8399261573771	32.5579293229508	19.8740973803279	26.2565571	24.9307907065574	35.3354076262295	27.3461632885246	20.4035090819672	23.4221255213115	27.9450908065574	24.3816644262295	29.1741153672131	24.9307907065574	24.8277251803279	12.724793404918	26.1454934704918	22.2812005590164	24.9307907065574	24.7428834934426	30.8145195918033	28.3384379442623	31.3917312639344	28.5732374819672
hsa-miR-151b	56.0187848196721	71.8235502508197	25.1364891295082	190.593257032787	68.3217716065574	39.1673459645902	601.478166868852	269.556600803279	216.937662934426	247.236246213115	229.153527688525	31.3917312639344	139.744028737705	92.8948620819672	264.77304604918	368.050845885246	81.1664967377049	25.8699924	407.052958180328	114.215959885246	95.0068255409836	589.418631459016	229.153527688525	90.6137810327869	112.44602947541	109.229358901639	28.2099854921311	97.8627827540984	189.205933590164	128.713244360656	113.287801934426	68.7272887655738	128.713244360656	74.9811154590164	239.996995885246	31.5489440983607	187.158564901639	150.692261459016	153.16357604918	106.052037147541	17.0656934196721	226.883499163934	293.92162195082	318.109628836066	57.9996604098361	155.368847688525	35.8601859672131	446.441780967213	236.030581786885	95.7351137918033	239.996995885246	167.935367114754	31.3917312639344	384.003313262295	239.996995885246	358.116207032787	251.584953262295	229.153527688525	150.692261459016	163.349506868852	216.937662934426
hsa-miR-4497	162.140642770492	446.441780967213	515.623397688525	277.860619983607	744.350245229508	269.556600803279	40.7344089770492	209.365258180328	140.871828016393	122.671803196721	63.137587397541	238.219691131148	96.4654740163934	744.350245229508	123.777007737705	22.0197383327869	344.863021786885	578.041471459016	193.795198836066	333.510855885246	307.615578016393	56.708582295082	142.156485311475	209.365258180328	718.736197688525	1108.02712883607	1569.39878457377	1065.55152883607	1569.39878457377	416.742165885246	1018.47642063934	2254.52048785246	1426.42852227869	2192.73200096721	589.418631459016	914.244923918033	547.839869819672	619.81405195082	378.38355604918	1038.39764277049	846.016126868852	814.497702606557	828.525527196721	744.350245229508	785.935274737705	2071.46852227869	1108.02712883607	568.357576377049	452.944267688525	1018.47642063934	474.139674245902	538.946894409836	3026.41818785246	589.418631459016	499.932833590164	486.456364737705	558.239953426229	589.418631459016	578.041471459016	233.558285721311	609.89009604918
hsa-miR-4496	95.0068255409836	189.205933590164	304.27172752459	98.7031833704918	254.547849655738	183.285989655738	103.212595804426	257.447911295082	89.174040442623	362.561165393443	33.6796309557377	172.29886604918	216.937662934426	221.891073426229	163.349506868852	50.1217439059016	362.561165393443	209.365258180328	172.29886604918	117.533641163934	486.456364737705	89.8541030163934	181.431186704918	219.065863754098	212.999848672131	212.999848672131	224.218865885246	257.447911295082	219.065863754098	164.906118672131	244.756979	183.285989655738	285.085282278689	259.868416213115	155.368847688525	224.218865885246	104.493647114754	251.584953262295	164.906118672131	262.367240147541	344.863021786885	153.16357604918	163.349506868852	173.774278344262	160.762962770492	178.446889754098	203.655448016393	219.065863754098	123.777007737705	304.27172752459	199.382966213115	151.881284901639	333.510855885246	143.363808344262	146.944798508197	156.598769983607	145.983588180328	167.935367114754	131.514950639344	124.538640737705	180.026183754098
hsa-miR-4495	9.41492598688525	2.74488420819672	7.08941305606557	4.31499473081967	5.13753711098361	4.66306582934426	4.24482833606557	5.89873259180328	7.45499103967213	4.19094637295082	14.2752668721311	6.65593937081967	4.15091656852459	5.52823075606557	13.0220415918033	16.5333937409836	7.62276733934426	7.08941305606557	4.13232217459016	3.86953990885246	6.72065729491803	10.5297302967213	4.33268752836066	6.41535126836066	6.11051787540984	11.0271975704918	14.2159335855738	8.85035542459016	3.66641090327869	3.47594894868852	7.54422266065574	3.86953990885246	6.07045486229508	6.29225419295082	3.34332291147541	4.46337184327869	3.31858009836066	7.10812005245902	2.30100629672131	6.87744812622951	7.94676300491803	4.54511523901639	2.7948976752459	4.03056475639344	3.19316583770492	3.68973041885246	14.6946124704918	2.76530180491803	3.46422019360656	10.4260985901639	4.33268752836066	2.66227988114754	7.5684549557377	2.82252318868852	1.94424426065574	5.2406177557377	4.09094838114754	2.76530180491803	5.29279235019672	3.07241649344262	2.93955414655738
